"Command","Description","URL"
"ssetmask(2)","manipulation of signal mask (obsolete)","./man2/ssetmask.2.html"
"ssh-add(1)","adds private key identities to the authentication agent","./man1/ssh-add.1.html"
"ssh-agent(1)","authentication agent","./man1/ssh-agent.1.html"
"ssh-keygen(1)","authentication key generation, management and conversion","./man1/ssh-keygen.1.html"
"ssh-keyscan(1)","gather ssh public keys","./man1/ssh-keyscan.1.html"
"ssh-keysign(8)","ssh helper program for host-based authentication","./man8/ssh-keysign.8.html"
"ssh-pkcs11-helper(8)","ssh-agent helper program for PKCS#11 support","./man8/ssh-pkcs11-helper.8.html"
"ssh(1)","OpenSSH SSH client (remote login program)","./man1/ssh.1.html"
"ssh_config(5)","OpenSSH SSH client configuration files","./man5/ssh_config.5.html"
"sshd(8)","OpenSSH SSH daemon","./man8/sshd.8.html"
"sshd_config(5)","OpenSSH SSH daemon configuration file","./man5/sshd_config.5.html"
"sshfs(1)","filesystem client based on ssh","./man1/sshfs.1.html"
"ssignal(3)","software signal facility","./man3/ssignal.3.html"
"st(4)","SCSI tape device","./man4/st.4.html"
"standards(7)","C and UNIX Standards","./man7/standards.7.html"
"stap-merge(1)","systemtap per-cpu binary merger","./man1/stap-merge.1.html"
"stap-prep(1)","prepare system for systemtap use","./man1/stap-prep.1.html"
"stap-report(1)","collect system information that is useful for debugging systemtap bugs","./man1/stap-report.1.html"
"stap-server(8)","systemtap compile server management","./man8/stap-server.8.html"
"stap(1)","systemtap script translator/driver","./man1/stap.1.html"
"stapex(3stap)","systemtap examples","./man3/stapex.3stap.html"
"stapfuncs(3stap)","systemtap functions","./man3/stapfuncs.3stap.html"
"stappaths(7)","systemtap configurable file paths","./man7/stappaths.7.html"
"stapprobes(3stap)","systemtap probe points","./man3/stapprobes.3stap.html"
"stapsh(8)","stapsh","./man8/stapsh.8.html"
"stapvars(3stap)","systemtap variables","./man3/stapvars.3stap.html"
"stapvirt(1)","prepare libvirt domains for systemtap probing","./man1/stapvirt.1.html"
"start-stop-daemon(8)","start and stop system daemon programs","./man8/start-stop-daemon.8.html"
"stat(1)","display file or file system status","./man1/stat.1.html"
"stat(2)","get file status","./man2/stat.2.html"
"stat64(2)","get file status","./man2/stat64.2.html"
"statd(8)","NSM service daemon","./man8/statd.8.html"
"statfs(2)","get filesystem statistics","./man2/statfs.2.html"
"statfs64(2)","get filesystem statistics","./man2/statfs64.2.html"
"statvfs(2)","get filesystem statistics","./man2/statvfs.2.html"
"statvfs(3)","get filesystem statistics","./man3/statvfs.3.html"
"stdarg(3)","variable argument lists","./man3/stdarg.3.html"
"stdbuf(1)","Run COMMAND, with modified buffering operations for its standard streams.","./man1/stdbuf.1.html"
"stderr(3)","standard I/O streams","./man3/stderr.3.html"
"stdin(3)","standard I/O streams","./man3/stdin.3.html"
"stdio(3)","standard input/output library functions","./man3/stdio.3.html"
"stdio_ext(3)","interfaces to stdio FILE structure","./man3/stdio_ext.3.html"
"stdout(3)","standard I/O streams","./man3/stdout.3.html"
"stime(2)","set time","./man2/stime.2.html"
"stpcpy(3)","copy a string returning a pointer to its end","./man3/stpcpy.3.html"
"stpncpy(3)","copy a fixed-size string, returning a pointer to its end","./man3/stpncpy.3.html"
"strace(1)","trace system calls and signals","./man1/strace.1.html"
"strcasecmp(3)","compare two strings ignoring case","./man3/strcasecmp.3.html"
"strcasestr(3)","locate a substring","./man3/strcasestr.3.html"
"strcat(3)","concatenate two strings","./man3/strcat.3.html"
"strchr(3)","locate character in string","./man3/strchr.3.html"
"strchrnul(3)","locate character in string","./man3/strchrnul.3.html"
"strcmp(3)","compare two strings","./man3/strcmp.3.html"
"strcoll(3)","compare two strings using the current locale","./man3/strcoll.3.html"
"strcpy(3)","copy a string","./man3/strcpy.3.html"
"strcspn(3)","get length of a prefix substring","./man3/strcspn.3.html"
"strdup(3)","duplicate a string","./man3/strdup.3.html"
"strdupa(3)","duplicate a string","./man3/strdupa.3.html"
"strerror(3)","return string describing error number","./man3/strerror.3.html"
"strerror_r(3)","return string describing error number","./man3/strerror_r.3.html"
"strfmon(3)","convert monetary value to a string","./man3/strfmon.3.html"
"strfry(3)","randomize a string","./man3/strfry.3.html"
"strftime(3)","format date and time","./man3/strftime.3.html"
"string(3)","string operations","./man3/string.3.html"
"strings(1)","print the strings of printable characters in files.","./man1/strings.1.html"
"string_to_av_perm(3)","display an access vector in human-readable form.","./man3/string_to_av_perm.3.html"
"string_to_security_class(3)","display an access vector in human-readable form.","./man3/string_to_security_class.3.html"
"strip(1)","Discard symbols from object files.","./man1/strip.1.html"
"strlen(3)","calculate the length of a string","./man3/strlen.3.html"
"strncasecmp(3)","compare two strings ignoring case","./man3/strncasecmp.3.html"
"strncat(3)","concatenate two strings","./man3/strncat.3.html"
"strncmp(3)","compare two strings","./man3/strncmp.3.html"
"strncpy(3)","copy a string","./man3/strncpy.3.html"
"strndup(3)","duplicate a string","./man3/strndup.3.html"
"strndupa(3)","duplicate a string","./man3/strndupa.3.html"
"strnlen(3)","determine the length of a fixed-size string","./man3/strnlen.3.html"
"strpbrk(3)","search a string for any of a set of bytes","./man3/strpbrk.3.html"
"strptime(3)","convert a string representation of time to a time tm structure","./man3/strptime.3.html"
"strrchr(3)","locate character in string","./man3/strrchr.3.html"
"strsep(3)","extract token from string","./man3/strsep.3.html"
"strsignal(3)","return string describing signal","./man3/strsignal.3.html"
"strspn(3)","get length of a prefix substring","./man3/strspn.3.html"
"strstr(3)","locate a substring","./man3/strstr.3.html"
"strtod(3)","convert ASCII string to floating-point number","./man3/strtod.3.html"
"strtof(3)","convert ASCII string to floating-point number","./man3/strtof.3.html"
"strtoimax(3)","convert string to integer","./man3/strtoimax.3.html"
"strtok(3)","extract tokens from strings","./man3/strtok.3.html"
"strtok_r(3)","extract tokens from strings","./man3/strtok_r.3.html"
"strtol(3)","convert a string to a long integer","./man3/strtol.3.html"
"strtold(3)","convert ASCII string to floating-point number","./man3/strtold.3.html"
"strtoll(3)","convert a string to a long integer","./man3/strtoll.3.html"
"strtoq(3)","convert a string to a long integer","./man3/strtoq.3.html"
"strtoul(3)","convert a string to an unsigned long integer","./man3/strtoul.3.html"
"strtoull(3)","convert a string to an unsigned long integer","./man3/strtoull.3.html"
"strtoumax(3)","convert string to integer","./man3/strtoumax.3.html"
"strtouq(3)","convert a string to an unsigned long integer","./man3/strtouq.3.html"
"strverscmp(3)","compare two version strings","./man3/strverscmp.3.html"
"strxfrm(3)","string transformation","./man3/strxfrm.3.html"
"stty(1)","change and print terminal line settings","./man1/stty.1.html"
"stty(2)","unimplemented system calls","./man2/stty.2.html"
"su(1)","run a command with substitute user and group ID","./man1/su.1.html"
"suauth(5)","detailed su control file","./man5/suauth.5.html"
"subgid(5)","the subordinate gid file","./man5/subgid.5.html"
"subpage_prot(2)","define a subpage protection for an address range","./man2/subpage_prot.2.html"
"subscriptions.conf(5)","subscription configuration file for cups","./man5/subscriptions.conf.5.html"
"subuid(5)","the subordinate uid file","./man5/subuid.5.html"
"suffixes(7)","list of file suffixes","./man7/suffixes.7.html"
"sulogin(8)","single-user login","./man8/sulogin.8.html"
"sum(1)","checksum and count the blocks in a file","./man1/sum.1.html"
"svc_destroy(3)","library routines for remote procedure calls","./man3/svc_destroy.3.html"
"svcerr_auth(3)","library routines for remote procedure calls","./man3/svcerr_auth.3.html"
"svcerr_decode(3)","library routines for remote procedure calls","./man3/svcerr_decode.3.html"
"svcerr_noproc(3)","library routines for remote procedure calls","./man3/svcerr_noproc.3.html"
"svcerr_noprog(3)","library routines for remote procedure calls","./man3/svcerr_noprog.3.html"
"svcerr_progvers(3)","library routines for remote procedure calls","./man3/svcerr_progvers.3.html"
"svcerr_systemerr(3)","library routines for remote procedure calls","./man3/svcerr_systemerr.3.html"
"svcerr_weakauth(3)","library routines for remote procedure calls","./man3/svcerr_weakauth.3.html"
"svcfd_create(3)","library routines for remote procedure calls","./man3/svcfd_create.3.html"
"svc_freeargs(3)","library routines for remote procedure calls","./man3/svc_freeargs.3.html"
"svc_getargs(3)","library routines for remote procedure calls","./man3/svc_getargs.3.html"
"svc_getcaller(3)","library routines for remote procedure calls","./man3/svc_getcaller.3.html"
"svc_getreq(3)","library routines for remote procedure calls","./man3/svc_getreq.3.html"
"svc_getreqset(3)","library routines for remote procedure calls","./man3/svc_getreqset.3.html"
"svcgssd(8)","server-side rpcsec_gss daemon","./man8/svcgssd.8.html"
"svcraw_create(3)","library routines for remote procedure calls","./man3/svcraw_create.3.html"
"svc_register(3)","library routines for remote procedure calls","./man3/svc_register.3.html"
"svc_run(3)","library routines for remote procedure calls","./man3/svc_run.3.html"
"svc_sendreply(3)","library routines for remote procedure calls","./man3/svc_sendreply.3.html"
"svctcp_create(3)","library routines for remote procedure calls","./man3/svctcp_create.3.html"
"svcudp_bufcreate(3)","library routines for remote procedure calls","./man3/svcudp_bufcreate.3.html"
"svcudp_create(3)","library routines for remote procedure calls","./man3/svcudp_create.3.html"
"svc_unregister(3)","library routines for remote procedure calls","./man3/svc_unregister.3.html"
"svipc(7)","System V interprocess communication mechanisms","./man7/svipc.7.html"
"swab(3)","swap adjacent bytes","./man3/swab.3.html"
"swapcontext(3)","manipulate user context","./man3/swapcontext.3.html"
"swaplabel(8)","print or change the label or UUID of a swap area","./man8/swaplabel.8.html"
"swapoff(2)","start/stop swapping to file/device","./man2/swapoff.2.html"
"swapoff(8)","enable/disable devices and files for paging and swapping","./man8/swapoff.8.html"
"swapon(2)","start/stop swapping to file/device","./man2/swapon.2.html"
"swapon(8)","enable/disable devices and files for paging and swapping","./man8/swapon.8.html"
"switch_root(8)","switch to another filesystem as the root of the mount tree","./man8/switch_root.8.html"
"swprintf(3)","formatted wide-character output conversion","./man3/swprintf.3.html"
"symlink(2)","make a new name for a file","./man2/symlink.2.html"
"symlink(7)","symbolic link handling","./man7/symlink.7.html"
"symlinkat(2)","make a new name for a file","./man2/symlinkat.2.html"
"sync(1)","flush file system buffers","./man1/sync.1.html"
"sync(2)","commit buffer cache to disk","./man2/sync.2.html"
"sync_file_range(2)","sync a file segment with disk","./man2/sync_file_range.2.html"
"sync_file_range2(2)","sync a file segment with disk","./man2/sync_file_range2.2.html"
"syncfs(2)","commit buffer cache to disk","./man2/syncfs.2.html"
"syscall(2)","indirect system call","./man2/syscall.2.html"
"_syscall(2)","invoking a system call without library support (OBSOLETE)","./man2/_syscall.2.html"
"syscalls(2)","Linux system calls","./man2/syscalls.2.html"
"sysconf(3)","get configuration information at run time","./man3/sysconf.3.html"
"sysctl(2)","read/write system parameters","./man2/sysctl.2.html"
"_sysctl(2)","read/write system parameters","./man2/_sysctl.2.html"
"sysctl(8)","configure kernel parameters at runtime","./man8/sysctl.8.html"
"sysctl.conf(5)","sysctl preload/configuration file","./man5/sysctl.conf.5.html"
"sysctl.d(5)","Configure kernel parameters at boot","./man5/sysctl.d.5.html"
"sysdig(8)",,"./man8/sysdig.8.html"
"sys_errlist(3)","print a system error message","./man3/sys_errlist.3.html"
"sysfs(2)","get filesystem type information","./man2/sysfs.2.html"
"sysinfo(2)","returns information on overall system statistics","./man2/sysinfo.2.html"
"syslog(2)","read and/or clear kernel message ring buffer; set console_loglevel","./man2/syslog.2.html"
"syslog(3)","send messages to the system logger","./man3/syslog.3.html"
"sys_nerr(3)","print a system error message","./man3/sys_nerr.3.html"
"sysstat(5)","sysstat configuration file.","./man5/sysstat.5.html"
"system(3)","execute a shell command","./man3/system.3.html"
"system.conf.d(5)","System and session service manager configuration files","./man5/system.conf.d.5.html"
"systemctl(1)","Control the systemd system and service manager","./man1/systemctl.1.html"
"systemd-activate(8)","Test socket activation of daemons","./man8/systemd-activate.8.html"
"systemd-analyze(1)","Analyze system boot-up performance","./man1/systemd-analyze.1.html"
"systemd-ask-password-console.path(8)","Query the user for system passwords on the console and via wall","./man8/systemd-ask-password-console.path.8.html"
"systemd-ask-password-console.service(8)","Query the user for system passwords on the console and via wall","./man8/systemd-ask-password-console.service.8.html"
"systemd-ask-password-wall.path(8)","Query the user for system passwords on the console and via wall","./man8/systemd-ask-password-wall.path.8.html"
"systemd-ask-password-wall.service(8)","Query the user for system passwords on the console and via wall","./man8/systemd-ask-password-wall.service.8.html"
"systemd-ask-password(1)","Query the user for a system password","./man1/systemd-ask-password.1.html"
"systemd-backlight(8)","Load and save the display backlight brightness at boot and shutdown","./man8/systemd-backlight.8.html"
"systemd-backlight@.service(8)","Load and save the display backlight brightness at boot and shutdown","./man8/systemd-backlight@.service.8.html"
"systemd-binfmt(8)","Configure additional binary formats for executables at boot","./man8/systemd-binfmt.8.html"
"systemd-binfmt.service(8)","Configure additional binary formats for executables at boot","./man8/systemd-binfmt.service.8.html"
"systemd-bootchart(1)","Boot performance graphing tool","./man1/systemd-bootchart.1.html"
"systemd-bus-proxyd(8)","Connect STDIO or a socket to a given bus address","./man8/systemd-bus-proxyd.8.html"
"systemd-cat(1)","Connect a pipeline or program's output with the journal","./man1/systemd-cat.1.html"
"systemd-cgls(1)","Recursively show control group contents","./man1/systemd-cgls.1.html"
"systemd-cgtop(1)","Show top control groups by their resource usage","./man1/systemd-cgtop.1.html"
"systemd-coredump(8)","Log and store core dumps","./man8/systemd-coredump.8.html"
"systemd-coredumpctl(1)","Retrieve coredumps from the journal","./man1/systemd-coredumpctl.1.html"
"systemd-debug-generator(8)","Generator for enabling a runtime debug shell and masking specific units at boot","./man8/systemd-debug-generator.8.html"
"systemd-delta(1)","Find overridden configuration files","./man1/systemd-delta.1.html"
"systemd-detect-virt(1)","Detect execution in a virtualized environment","./man1/systemd-detect-virt.1.html"
"systemd-efi-boot-generator(8)","Generator for automatically mounting the EFI System Partition used by the current boot to /boot","./man8/systemd-efi-boot-generator.8.html"
"systemd-escape(1)","Escape strings for usage in system unit names","./man1/systemd-escape.1.html"
"systemd-firstboot(1)","Initialize basic system settings on or before the first boot-up of a system","./man1/systemd-firstboot.1.html"
"systemd-firstboot.service(1)","Initialize basic system settings on or before the first boot-up of a system","./man1/systemd-firstboot.service.1.html"
"systemd-fsck-root.service(8)","File system checker logic","./man8/systemd-fsck-root.service.8.html"
"systemd-fsck(8)","File system checker logic","./man8/systemd-fsck.8.html"
"systemd-fsck@.service(8)","File system checker logic","./man8/systemd-fsck@.service.8.html"
"systemd-fsckd(8)","File system check progress reporting","./man8/systemd-fsckd.8.html"
"systemd-fsckd.service(8)","File system check progress reporting","./man8/systemd-fsckd.service.8.html"
"systemd-fsckd.socket(8)","File system check progress reporting","./man8/systemd-fsckd.socket.8.html"
"systemd-fstab-generator(8)","Unit generator for /etc/fstab","./man8/systemd-fstab-generator.8.html"
"systemd-getty-generator(8)","Generator for enabling getty instances on the console","./man8/systemd-getty-generator.8.html"
"systemd-gpt-auto-generator(8)","Generator for automatically discovering and mounting root, /home and /srv partitions, as well as discovering and enabling swap partitions, based on GPT partition type GUIDs.","./man8/systemd-gpt-auto-generator.8.html"
"systemd-halt.service(8)","System shutdown logic","./man8/systemd-halt.service.8.html"
"systemd-hibernate-resume-generator(8)","Unit generator for resume= kernel parameter","./man8/systemd-hibernate-resume-generator.8.html"
"systemd-hibernate-resume(8)","Resume from hibernation","./man8/systemd-hibernate-resume.8.html"
"systemd-hibernate-resume@.service(8)","Resume from hibernation","./man8/systemd-hibernate-resume@.service.8.html"
"systemd-hibernate.service(8)","System sleep state logic","./man8/systemd-hibernate.service.8.html"
"systemd-hostnamed(8)","Host name bus mechanism","./man8/systemd-hostnamed.8.html"
"systemd-hostnamed.service(8)","Host name bus mechanism","./man8/systemd-hostnamed.service.8.html"
"systemd-hwdb(8)","hardware database management tool","./man8/systemd-hwdb.8.html"
"systemd-hybrid-sleep.service(8)","System sleep state logic","./man8/systemd-hybrid-sleep.service.8.html"
"systemd-inhibit(1)","Execute a program with an inhibition lock taken","./man1/systemd-inhibit.1.html"
"systemd-initctl(8)","/dev/initctl compatibility","./man8/systemd-initctl.8.html"
"systemd-initctl.service(8)","/dev/initctl compatibility","./man8/systemd-initctl.service.8.html"
"systemd-initctl.socket(8)","/dev/initctl compatibility","./man8/systemd-initctl.socket.8.html"
"systemd-journald-dev-log.socket(8)","Journal service","./man8/systemd-journald-dev-log.socket.8.html"
"systemd-journald(8)","Journal service","./man8/systemd-journald.8.html"
"systemd-journald.service(8)","Journal service","./man8/systemd-journald.service.8.html"
"systemd-journald.socket(8)","Journal service","./man8/systemd-journald.socket.8.html"
"systemd-kexec.service(8)","System shutdown logic","./man8/systemd-kexec.service.8.html"
"systemd-localed(8)","Locale bus mechanism","./man8/systemd-localed.8.html"
"systemd-localed.service(8)","Locale bus mechanism","./man8/systemd-localed.service.8.html"
"systemd-logind(8)","Login manager","./man8/systemd-logind.8.html"
"systemd-logind.service(8)","Login manager","./man8/systemd-logind.service.8.html"
"systemd-machine-id-commit(1)","Commit transient machine ID to /etc/machine-id","./man1/systemd-machine-id-commit.1.html"
"systemd-machine-id-commit.service(8)","Commit transient machine-id to disk","./man8/systemd-machine-id-commit.service.8.html"
"systemd-machine-id-setup(1)","Initialize the machine ID in /etc/machine-id","./man1/systemd-machine-id-setup.1.html"
"systemd-machined(8)","Virtual machine and container registration manager","./man8/systemd-machined.8.html"
"systemd-machined.service(8)","Virtual machine and container registration manager","./man8/systemd-machined.service.8.html"
"systemd-modules-load(8)","Load kernel modules at boot","./man8/systemd-modules-load.8.html"
"systemd-modules-load.service(8)","Load kernel modules at boot","./man8/systemd-modules-load.service.8.html"
"systemd-networkd-wait-online(8)","Wait for network to come online","./man8/systemd-networkd-wait-online.8.html"
"systemd-networkd-wait-online.service(8)","Wait for network to come online","./man8/systemd-networkd-wait-online.service.8.html"
"systemd-networkd(8)","Network manager","./man8/systemd-networkd.8.html"
"systemd-networkd.service(8)","Network manager","./man8/systemd-networkd.service.8.html"
"systemd-notify(1)","Notify service manager about start-up completion and other daemon status changes","./man1/systemd-notify.1.html"
"systemd-nspawn(1)","Spawn a namespace container for debugging, testing and building","./man1/systemd-nspawn.1.html"
"systemd-path(1)","List and query system and user paths","./man1/systemd-path.1.html"
"systemd-poweroff.service(8)","System shutdown logic","./man8/systemd-poweroff.service.8.html"
"systemd-quotacheck(8)","File system quota checker logic","./man8/systemd-quotacheck.8.html"
"systemd-quotacheck.service(8)","File system quota checker logic","./man8/systemd-quotacheck.service.8.html"
"systemd-random-seed-load.service(8)","Load and save the system random seed at boot and shutdown","./man8/systemd-random-seed-load.service.8.html"
"systemd-random-seed-save.service(8)","Load and save the system random seed at boot and shutdown","./man8/systemd-random-seed-save.service.8.html"
"systemd-random-seed(8)","Load and save the system random seed at boot and shutdown","./man8/systemd-random-seed.8.html"
"systemd-random-seed.service(8)","Load and save the system random seed at boot and shutdown","./man8/systemd-random-seed.service.8.html"
"systemd-readahead-collect.service(8)","Disk read ahead logic","./man8/systemd-readahead-collect.service.8.html"
"systemd-readahead-done.service(8)","Disk read ahead logic","./man8/systemd-readahead-done.service.8.html"
"systemd-readahead-done.timer(8)","Disk read ahead logic","./man8/systemd-readahead-done.timer.8.html"
"systemd-readahead-replay.service(8)","Disk read ahead logic","./man8/systemd-readahead-replay.service.8.html"
"systemd-readahead(8)","Disk read ahead logic","./man8/systemd-readahead.8.html"
"systemd-reboot.service(8)","System shutdown logic","./man8/systemd-reboot.service.8.html"
"systemd-remount-fs(8)","Remount root and kernel file systems","./man8/systemd-remount-fs.8.html"
"systemd-remount-fs.service(8)","Remount root and kernel file systems","./man8/systemd-remount-fs.service.8.html"
"systemd-resolved(8)","Network Name Resolution manager","./man8/systemd-resolved.8.html"
"systemd-resolved.service(8)","Network Name Resolution manager","./man8/systemd-resolved.service.8.html"
"systemd-rfkill(8)","Load and save the RF kill switch state at boot and shutdown","./man8/systemd-rfkill.8.html"
"systemd-rfkill@.service(8)","Load and save the RF kill switch state at boot and shutdown","./man8/systemd-rfkill@.service.8.html"
"systemd-run(1)","Run programs in transient scope or service or timer units","./man1/systemd-run.1.html"
"systemd-shutdown(8)","System shutdown logic","./man8/systemd-shutdown.8.html"
"systemd-shutdownd(8)","Scheduled shutdown service","./man8/systemd-shutdownd.8.html"
"systemd-shutdownd.service(8)","Scheduled shutdown service","./man8/systemd-shutdownd.service.8.html"
"systemd-shutdownd.socket(8)","Scheduled shutdown service","./man8/systemd-shutdownd.socket.8.html"
"systemd-sleep(8)","System sleep state logic","./man8/systemd-sleep.8.html"
"systemd-sleep.conf(5)","Suspend and hibernation configuration file","./man5/systemd-sleep.conf.5.html"
"systemd-socket-proxyd(8)","Bidirectionally proxy local sockets to another (possibly remote) socket.","./man8/systemd-socket-proxyd.8.html"
"systemd-suspend.service(8)","System sleep state logic","./man8/systemd-suspend.service.8.html"
"systemd-sysctl(8)","Configure kernel parameters at boot","./man8/systemd-sysctl.8.html"
"systemd-sysctl.service(8)","Configure kernel parameters at boot","./man8/systemd-sysctl.service.8.html"
"systemd-system-update-generator(8)","Generator for redirecting boot to offline update mode","./man8/systemd-system-update-generator.8.html"
"systemd-system.conf(5)","System and session service manager configuration files","./man5/systemd-system.conf.5.html"
"systemd-sysusers(8)","Allocate system users and groups","./man8/systemd-sysusers.8.html"
"systemd-sysusers.service(8)","Allocate system users and groups","./man8/systemd-sysusers.service.8.html"
"systemd-sysv-generator(8)","Unit generator for SysV init scripts","./man8/systemd-sysv-generator.8.html"
"systemd-timedated(8)","Time and date bus mechanism","./man8/systemd-timedated.8.html"
"systemd-timedated.service(8)","Time and date bus mechanism","./man8/systemd-timedated.service.8.html"
"systemd-timesyncd(8)","Network Time Synchronization","./man8/systemd-timesyncd.8.html"
"systemd-timesyncd.service(8)","Network Time Synchronization","./man8/systemd-timesyncd.service.8.html"
"systemd-tmpfiles-clean.service(8)","Creates, deletes and cleans up volatile and temporary files and directories","./man8/systemd-tmpfiles-clean.service.8.html"
"systemd-tmpfiles-clean.timer(8)","Creates, deletes and cleans up volatile and temporary files and directories","./man8/systemd-tmpfiles-clean.timer.8.html"
"systemd-tmpfiles-setup-dev.service(8)","Creates, deletes and cleans up volatile and temporary files and directories","./man8/systemd-tmpfiles-setup-dev.service.8.html"
"systemd-tmpfiles-setup.service(8)","Creates, deletes and cleans up volatile and temporary files and directories","./man8/systemd-tmpfiles-setup.service.8.html"
"systemd-tmpfiles(8)","Creates, deletes and cleans up volatile and temporary files and directories","./man8/systemd-tmpfiles.8.html"
"systemd-tty-ask-password-agent(1)","List or process pending systemd password requests","./man1/systemd-tty-ask-password-agent.1.html"
"systemd-udevd-control.socket(8)","Device event managing daemon","./man8/systemd-udevd-control.socket.8.html"
"systemd-udevd-kernel.socket(8)","Device event managing daemon","./man8/systemd-udevd-kernel.socket.8.html"
"systemd-udevd(8)","Device event managing daemon","./man8/systemd-udevd.8.html"
"systemd-udevd.service(8)","Device event managing daemon","./man8/systemd-udevd.service.8.html"
"systemd-update-done(8)","Mark /etc and /var fully updated","./man8/systemd-update-done.8.html"
"systemd-update-done.service(8)","Mark /etc and /var fully updated","./man8/systemd-update-done.service.8.html"
"systemd-update-utmp-runlevel.service(8)","Write audit and utmp updates at bootup, runlevel changes and shutdown","./man8/systemd-update-utmp-runlevel.service.8.html"
"systemd-update-utmp-shutdown.service(8)","Write audit and utmp updates at bootup, runlevel changes and shutdown","./man8/systemd-update-utmp-shutdown.service.8.html"
"systemd-update-utmp(8)","Write audit and utmp updates at bootup, runlevel changes and shutdown","./man8/systemd-update-utmp.8.html"
"systemd-update-utmp.service(8)","Write audit and utmp updates at bootup, runlevel changes and shutdown","./man8/systemd-update-utmp.service.8.html"
"systemd-user-sessions(8)","Permit user logins after boot, prohibit user logins at shutdown","./man8/systemd-user-sessions.8.html"
"systemd-user-sessions.service(8)","Permit user logins after boot, prohibit user logins at shutdown","./man8/systemd-user-sessions.service.8.html"
"systemd-user.conf(5)","System and session service manager configuration files","./man5/systemd-user.conf.5.html"
"systemd-vconsole-setup(8)","Configure the virtual console at boot","./man8/systemd-vconsole-setup.8.html"
"systemd-vconsole-setup.service(8)","Configure the virtual console at boot","./man8/systemd-vconsole-setup.service.8.html"
"systemd(1)","systemd system and service manager","./man1/systemd.1.html"
"systemd.automount(5)","Automount unit configuration","./man5/systemd.automount.5.html"
"systemd.cgroup(5)","Control Group configuration unit settings","./man5/systemd.cgroup.5.html"
"systemd.device(5)","Device unit configuration","./man5/systemd.device.5.html"
"systemd.directives(7)","Index of configuration directives","./man7/systemd.directives.7.html"
"systemd.exec(5)","Execution environment configuration","./man5/systemd.exec.5.html"
"systemd.generator(7)","Systemd unit generators","./man7/systemd.generator.7.html"
"systemd.index(7)","List all manpages from the systemd project","./man7/systemd.index.7.html"
"systemd.journal-fields(7)","Special journal fields","./man7/systemd.journal-fields.7.html"
"systemd.kill(5)","Process killing procedure configuration","./man5/systemd.kill.5.html"
"systemd.link(5)","Network device configuration","./man5/systemd.link.5.html"
"systemd.mount(5)","Mount unit configuration","./man5/systemd.mount.5.html"
"systemd.netdev(5)","Virtual Network Device configuration","./man5/systemd.netdev.5.html"
"systemd.network(5)","Network configuration","./man5/systemd.network.5.html"
"systemd.path(5)","Path unit configuration","./man5/systemd.path.5.html"
"systemd.preset(5)","Service enablement presets","./man5/systemd.preset.5.html"
"systemd.resource-control(5)","Resource control unit settings","./man5/systemd.resource-control.5.html"
"systemd.scope(5)","Scope unit configuration","./man5/systemd.scope.5.html"
"systemd.service(5)","Service unit configuration","./man5/systemd.service.5.html"
"systemd.slice(5)","Slice unit configuration","./man5/systemd.slice.5.html"
"systemd.snapshot(5)","Snapshot unit configuration","./man5/systemd.snapshot.5.html"
"systemd.socket(5)","Socket unit configuration","./man5/systemd.socket.5.html"
"systemd.special(7)","Special systemd units","./man7/systemd.special.7.html"
"systemd.swap(5)","Swap unit configuration","./man5/systemd.swap.5.html"
"systemd.target(5)","Target unit configuration","./man5/systemd.target.5.html"
"systemd.time(7)","Time and date specifications","./man7/systemd.time.7.html"
"systemd.timer(5)","Timer unit configuration","./man5/systemd.timer.5.html"
"systemd.unit(5)","Unit configuration","./man5/systemd.unit.5.html"
"systemtap(8)","SystemTap initscript service","./man8/systemtap.8.html"
"sysusers.d(5)","Declarative allocation of system users and groups","./man5/sysusers.d.5.html"
"sysv_signal(3)","signal handling with System V semantics","./man3/sysv_signal.3.html"
"tabs(1)","set tabs on a terminal","./man1/tabs.1.html"
"tac(1)","concatenate and print files in reverse","./man1/tac.1.html"
"tail(1)","output the last part of files","./man1/tail.1.html"
"tailf(1)","follow the growth of a log file","./man1/tailf.1.html"
"TAILQ_ENTRY(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_ENTRY.3.html"
"TAILQ_HEAD(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_HEAD.3.html"
"TAILQ_INIT(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_INIT.3.html"
"TAILQ_INSERT_AFTER(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_INSERT_AFTER.3.html"
"TAILQ_INSERT_HEAD(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_INSERT_HEAD.3.html"
"TAILQ_INSERT_TAIL(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_INSERT_TAIL.3.html"
"TAILQ_REMOVE(3)","implementations of lists, tail queues, and circular queues","./man3/TAILQ_REMOVE.3.html"
"tan(3)","tangent function","./man3/tan.3.html"
"tanf(3)","tangent function","./man3/tanf.3.html"
"tanh(3)","hyperbolic tangent function","./man3/tanh.3.html"
"tanhf(3)","hyperbolic tangent function","./man3/tanhf.3.html"
"tanhl(3)","hyperbolic tangent function","./man3/tanhl.3.html"
"tanl(3)","tangent function","./man3/tanl.3.html"
"tar(1)","an archiving utility","./man1/tar.1.html"
"taskset(1)","set or retrieve a process's CPU affinity","./man1/taskset.1.html"
